SAMPLE	TYPE	COUNT
run_9.sample_S03	HIGH	572
run_9.sample_S03	MODERATE	11006
run_9.sample_S03	MODIFIER	12158
run_9.sample_S03	LOW	12466
run_9.sample_S04	HIGH	583
run_9.sample_S04	MODERATE	11033
run_9.sample_S04	MODIFIER	12139
run_9.sample_S04	LOW	12454
run_9.sample_S05	HIGH	602
run_9.sample_S05	MODERATE	10953
run_9.sample_S05	MODIFIER	12213
run_9.sample_S05	LOW	12432
run_9.sample_S06	HIGH	551
run_9.sample_S06	MODERATE	10749
run_9.sample_S06	MODIFIER	11973
run_9.sample_S06	LOW	12357
run_9.sample_S07	HIGH	604
run_9.sample_S07	MODERATE	11081
run_9.sample_S07	MODIFIER	12395
run_9.sample_S07	LOW	12653
run_9.sample_S08	HIGH	584
run_9.sample_S08	MODERATE	10838
run_9.sample_S08	MODIFIER	11966
run_9.sample_S08	LOW	12528
run_9.sample_S09	HIGH	567
run_9.sample_S09	MODERATE	10583
run_9.sample_S09	MODIFIER	11388
run_9.sample_S09	LOW	12056
run_9.sample_S10	HIGH	566
run_9.sample_S10	MODERATE	10975
run_9.sample_S10	MODIFIER	12281
run_9.sample_S10	LOW	12533
run_9.sample_S11	HIGH	608
run_9.sample_S11	MODERATE	11169
run_9.sample_S11	MODIFIER	12173
run_9.sample_S11	LOW	12726
run_9.sample_S12	HIGH	580
run_9.sample_S12	MODERATE	11076
run_9.sample_S12	MODIFIER	12131
run_9.sample_S12	LOW	12546
run_CE.sample_RB46	HIGH	140
run_CE.sample_RB46	MODERATE	3033
run_CE.sample_RB46	MODIFIER	957
run_CE.sample_RB46	LOW	4315
run_CE.sample_RB62	HIGH	142
run_CE.sample_RB62	MODERATE	3094
run_CE.sample_RB62	MODIFIER	928
run_CE.sample_RB62	LOW	4361
run_CE.sample_RB66	HIGH	148
run_CE.sample_RB66	MODERATE	3070
run_CE.sample_RB66	MODIFIER	918
run_CE.sample_RB66	LOW	4408
runs_1-2.sample_62	HIGH	693
runs_1-2.sample_62	MODERATE	11413
runs_1-2.sample_62	MODIFIER	13005
runs_1-2.sample_62	LOW	13040
runs_1-2.sample_68	HIGH	691
runs_1-2.sample_68	MODERATE	11471
runs_1-2.sample_68	MODIFIER	13173
runs_1-2.sample_68	LOW	13043
runs_2-3-4.sample_83	HIGH	715
runs_2-3-4.sample_83	MODERATE	11555
runs_2-3-4.sample_83	MODIFIER	13321
runs_2-3-4.sample_83	LOW	13112
runs_2-3-4.sample_95	HIGH	685
runs_2-3-4.sample_95	MODERATE	11479
runs_2-3-4.sample_95	MODIFIER	13186
runs_2-3-4.sample_95	LOW	13065
wes_27.sample_26	HIGH	642
wes_27.sample_26	MODERATE	11210
wes_27.sample_26	MODIFIER	12629
wes_27.sample_26	LOW	13078
wes_27.sample_28	HIGH	617
wes_27.sample_28	MODERATE	11066
wes_27.sample_28	MODIFIER	12395
wes_27.sample_28	LOW	12891
wes_27.sample_36	HIGH	663
wes_27.sample_36	MODERATE	11211
wes_27.sample_36	MODIFIER	12565
wes_27.sample_36	LOW	12861
wes_27.sample_37	HIGH	644
wes_27.sample_37	MODERATE	11229
wes_27.sample_37	MODIFIER	12740
wes_27.sample_37	LOW	12933
wes_27.sample_38	HIGH	655
wes_27.sample_38	MODERATE	11379
wes_27.sample_38	MODIFIER	12796
wes_27.sample_38	LOW	12936
wes_27.sample_39	HIGH	628
wes_27.sample_39	MODERATE	11399
wes_27.sample_39	MODIFIER	12912
wes_27.sample_39	LOW	13067
wes_27.sample_40	HIGH	657
wes_27.sample_40	MODERATE	11515
wes_27.sample_40	MODIFIER	12877
wes_27.sample_40	LOW	13132
wes_27.sample_41	HIGH	585
wes_27.sample_41	MODERATE	10706
wes_27.sample_41	MODIFIER	11992
wes_27.sample_41	LOW	12338
wes_27.sample_42	HIGH	585
wes_27.sample_42	MODERATE	10759
wes_27.sample_42	MODIFIER	11984
wes_27.sample_42	LOW	12470
wes_27.sample_43	HIGH	600
wes_27.sample_43	MODERATE	10875
wes_27.sample_43	MODIFIER	12152
wes_27.sample_43	LOW	12391
wes_27.sample_44	HIGH	581
wes_27.sample_44	MODERATE	10704
wes_27.sample_44	MODIFIER	11974
wes_27.sample_44	LOW	12238
wes_27.sample_CH00312	HIGH	609
wes_27.sample_CH00312	MODERATE	11178
wes_27.sample_CH00312	MODIFIER	12562
wes_27.sample_CH00312	LOW	12835
wes_27.sample_CH00313	HIGH	629
wes_27.sample_CH00313	MODERATE	11317
wes_27.sample_CH00313	MODIFIER	12381
wes_27.sample_CH00313	LOW	12924
wes_27.sample_CH0661	HIGH	543
wes_27.sample_CH0661	MODERATE	10178
wes_27.sample_CH0661	MODIFIER	11030
wes_27.sample_CH0661	LOW	11596
wes_27.sample_CH0662	HIGH	536
wes_27.sample_CH0662	MODERATE	9768
wes_27.sample_CH0662	MODIFIER	10358
wes_27.sample_CH0662	LOW	11106
wes_27.sample_CH0663	HIGH	563
wes_27.sample_CH0663	MODERATE	10108
wes_27.sample_CH0663	MODIFIER	10988
wes_27.sample_CH0663	LOW	11544
wes_27.sample_CH0664	HIGH	529
wes_27.sample_CH0664	MODERATE	10097
wes_27.sample_CH0664	MODIFIER	10927
wes_27.sample_CH0664	LOW	11447
wes_27.sample_CH0665	HIGH	557
wes_27.sample_CH0665	MODERATE	10617
wes_27.sample_CH0665	MODIFIER	11755
wes_27.sample_CH0665	LOW	12108
wes_27.sample_CH0666	HIGH	528
wes_27.sample_CH0666	MODERATE	10138
wes_27.sample_CH0666	MODIFIER	11041
wes_27.sample_CH0666	LOW	11691
wes_29.sample_A12	HIGH	681
wes_29.sample_A12	MODERATE	11236
wes_29.sample_A12	MODIFIER	9948
wes_29.sample_A12	LOW	12689
wes_29.sample_A13	HIGH	660
wes_29.sample_A13	MODERATE	11086
wes_29.sample_A13	MODIFIER	10148
wes_29.sample_A13	LOW	12731
wes_29.sample_A14	HIGH	598
wes_29.sample_A14	MODERATE	11236
wes_29.sample_A14	MODIFIER	10181
wes_29.sample_A14	LOW	12713
wes_29.sample_A2	HIGH	1503
wes_29.sample_A2	MODERATE	8358
wes_29.sample_A2	MODIFIER	6305
wes_29.sample_A2	LOW	8319
wes_29.sample_A4	HIGH	666
wes_29.sample_A4	MODERATE	11484
wes_29.sample_A4	MODIFIER	10007
wes_29.sample_A4	LOW	12952
wes_29.sample_A5	HIGH	663
wes_29.sample_A5	MODERATE	11103
wes_29.sample_A5	MODIFIER	9894
wes_29.sample_A5	LOW	12618
wes_29.sample_A6	HIGH	748
wes_29.sample_A6	MODERATE	11124
wes_29.sample_A6	MODIFIER	10029
wes_29.sample_A6	LOW	12558
wes_29.sample_A7	HIGH	619
wes_29.sample_A7	MODERATE	11263
wes_29.sample_A7	MODIFIER	10321
wes_29.sample_A7	LOW	12993
wes_29.sample_CH00827	HIGH	633
wes_29.sample_CH00827	MODERATE	11399
wes_29.sample_CH00827	MODIFIER	12857
wes_29.sample_CH00827	LOW	13037
wes_29.sample_CH00828	HIGH	587
wes_29.sample_CH00828	MODERATE	11401
wes_29.sample_CH00828	MODIFIER	12847
wes_29.sample_CH00828	LOW	13007
wes_29.sample_CH00829	HIGH	616
wes_29.sample_CH00829	MODERATE	11104
wes_29.sample_CH00829	MODIFIER	12679
wes_29.sample_CH00829	LOW	12875
wes_29.sample_CH00833	HIGH	603
wes_29.sample_CH00833	MODERATE	11155
wes_29.sample_CH00833	MODIFIER	12661
wes_29.sample_CH00833	LOW	12680
wes_29.sample_CH00835	HIGH	630
wes_29.sample_CH00835	MODERATE	11108
wes_29.sample_CH00835	MODIFIER	12681
wes_29.sample_CH00835	LOW	12815
wes_29.sample_CH00836	HIGH	627
wes_29.sample_CH00836	MODERATE	11245
wes_29.sample_CH00836	MODIFIER	12642
wes_29.sample_CH00836	LOW	12914
wes_29.sample_CH00839	HIGH	658
wes_29.sample_CH00839	MODERATE	11440
wes_29.sample_CH00839	MODIFIER	12712
wes_29.sample_CH00839	LOW	13044
wes_29.sample_CH00840	HIGH	602
wes_29.sample_CH00840	MODERATE	10999
wes_29.sample_CH00840	MODIFIER	12242
wes_29.sample_CH00840	LOW	12599
wes_31.sample_CH00447	HIGH	581
wes_31.sample_CH00447	MODERATE	11021
wes_31.sample_CH00447	MODIFIER	12083
wes_31.sample_CH00447	LOW	12527
wes_31.sample_CH00449	HIGH	610
wes_31.sample_CH00449	MODERATE	11109
wes_31.sample_CH00449	MODIFIER	12332
wes_31.sample_CH00449	LOW	12602
wes_31.sample_CH00490	HIGH	629
wes_31.sample_CH00490	MODERATE	11066
wes_31.sample_CH00490	MODIFIER	12126
wes_31.sample_CH00490	LOW	12656
wes_31.sample_CH00505	HIGH	618
wes_31.sample_CH00505	MODERATE	11011
wes_31.sample_CH00505	MODIFIER	12453
wes_31.sample_CH00505	LOW	12730
wes_31.sample_CH00825	HIGH	598
wes_31.sample_CH00825	MODERATE	11068
wes_31.sample_CH00825	MODIFIER	12362
wes_31.sample_CH00825	LOW	12756
wes_31.sample_CH00826	HIGH	602
wes_31.sample_CH00826	MODERATE	11016
wes_31.sample_CH00826	MODIFIER	12354
wes_31.sample_CH00826	LOW	12619
wes_31.sample_CH00830	HIGH	629
wes_31.sample_CH00830	MODERATE	11040
wes_31.sample_CH00830	MODIFIER	12264
wes_31.sample_CH00830	LOW	12504
wes_31.sample_CH00831	HIGH	623
wes_31.sample_CH00831	MODERATE	11093
wes_31.sample_CH00831	MODIFIER	12201
wes_31.sample_CH00831	LOW	12739
wes_31.sample_CH00832	HIGH	603
wes_31.sample_CH00832	MODERATE	11139
wes_31.sample_CH00832	MODIFIER	12300
wes_31.sample_CH00832	LOW	12571
wes_31.sample_CH00834	HIGH	597
wes_31.sample_CH00834	MODERATE	11097
wes_31.sample_CH00834	MODIFIER	12525
wes_31.sample_CH00834	LOW	12714
wes_31.sample_CH00837	HIGH	635
wes_31.sample_CH00837	MODERATE	11002
wes_31.sample_CH00837	MODIFIER	12201
wes_31.sample_CH00837	LOW	12531
wes_31.sample_CH00838	HIGH	599
wes_31.sample_CH00838	MODERATE	10974
wes_31.sample_CH00838	MODIFIER	12064
wes_31.sample_CH00838	LOW	12563
